Geneid	Chr	Start	End	Strand	Length	fm_1	fm_2	fm_3	m_4	m_5	m_6
WBGene00020790	X	9015720	9016804	+	1085	0	0	0	1	0	0
WBGene00020791	X	9020424	9021745	-	1322	0	0	0	0	0	0
WBGene00020792	X	9021878	9022879	-	1002	0	0	0	0	0	0
WBGene00020789	X	9027604	9028285	+	682	0	0	0	0	0	0
WBGene00004911	X	9029470	9033955	+	4486	0	0	0	0	0	0
WBGene00020788	X	9034554	9038547	+	3994	0	1	2	1	1	0
WBGene00020787	X	9040416	9041058	+	643	0	0	0	0	0	0
WBGene00018567	X	9046213	9047448	+	1236	0	0	0	0	0	0
WBGene00304808	X	9048957	9054983	+	6027	0	0	0	0	0	0
WBGene00018566	X	9057652	9061860	+	4209	1	0	0	0	2	2
WBGene00018568	X	9062823	9066662	+	3840	0	1	0	0	0	0
WBGene00018565	X	9077186	9077733	+	548	0	0	0	0	0	0
WBGene00000100	X	9082946	9113619	+	30674	4	1	1	3	2	4
WBGene00016087	X	9114066	9116892	+	2827	0	0	3	0	0	0
WBGene00015263	X	9137702	9145715	+	8014	0	0	0	0	0	0
WBGene00015262	X	9146148	9147649	+	1502	0	0	0	0	0	0
WBGene00006479	X	9150694	9160650	+	9957	3	3	1	6	5	0
WBGene00015264	X	9152414	9154316	-	1903	0	0	0	1	0	0
WBGene00006637	X	9163164	9166443	+	3280	0	0	1	0	0	0
WBGene00077673	X	9166823	9167245	-	423	0	0	1	0	0	0
WBGene00044687	X	9168539	9169096	+	558	0	0	0	0	0	0
WBGene00015261	X	9171541	9172336	+	796	0	0	0	0	0	0
WBGene00206365	X	9172578	9173318	+	741	0	0	0	0	0	0
WBGene00015265	X	9173510	9174509	-	1000	0	0	0	0	0	0
WBGene00044581	X	9180185	9180923	-	739	0	0	0	0	0	0
WBGene00022317	X	9182440	9182841	+	402	0	0	0	0	0	0
WBGene00022316	X	9184136	9184646	+	511	0	0	0	0	0	0
WBGene00022315	X	9192444	9194382	+	1939	0	0	0	0	0	0
WBGene00044743	X	9203768	9212325	+	8558	0	0	0	0	0	0
WBGene00016438	X	9213923	9216875	+	2953	0	0	0	3	0	0
WBGene00006887	X	9216866	9232137	-	15272	0	1	0	2	0	0
WBGene00000748	X	9233638	9234618	-	981	0	0	0	0	0	0
WBGene00017580	X	9235103	9242223	-	7121	1	0	0	0	1	1
WBGene00001674	X	9243557	9249107	+	5551	1	0	0	1	0	0
WBGene00003981	X	9251788	9255778	+	3991	0	0	0	0	0	0
WBGene00017579	X	9259852	9261066	+	1215	0	0	0	0	0	0
WBGene00017582	X	9262045	9264331	-	2287	0	0	1	1	2	0
WBGene00015181	X	9268666	9270853	-	2188	6	6	5	3	2	2
WBGene00206482	X	9273013	9274674	-	1662	0	0	0	0	0	0
WBGene00015180	X	9278953	9279947	+	995	0	0	0	0	0	0
WBGene00206483	X	9282033	9283126	-	1094	0	0	0	0	0	0
WBGene00015179	X	9291645	9293648	+	2004	0	0	1	0	0	0
WBGene00001638	X	9293666	9296622	-	2957	3	1	4	1	1	2
WBGene00015182	X	9296947	9297934	-	988	0	0	0	0	1	0
WBGene00015178	X	9299146	9300160	+	1015	0	0	0	0	0	0
WBGene00015177	X	9303722	9310443	+	6722	0	1	0	2	0	1
WBGene00045261	X	9310625	9311325	-	701	0	1	0	0	0	0
WBGene00044788	X	9312515	9314497	-	1983	0	2	0	0	0	0
WBGene00018067	X	9315436	9319180	-	3745	0	0	0	0	0	0
WBGene00020595	X	9331162	9336632	+	5471	0	0	0	0	0	0
WBGene00000161	X	9338675	9342900	+	4226	0	5	4	3	1	0
WBGene00020596	X	9343333	9347430	-	4098	2	1	1	3	2	1
WBGene00001463	X	9349276	9349894	-	619	0	1	0	1	0	1
WBGene00004033	X	9364818	9386044	+	21227	0	1	4	3	3	0
WBGene00016009	X	9387341	9389177	+	1837	0	1	1	0	0	0
WBGene00016008	X	9391645	9393332	+	1688	0	0	0	1	1	0
WBGene00304782	X	9394050	9395281	+	1232	1	0	0	1	0	0
WBGene00016006	X	9397701	9427253	+	29553	5	2	6	5	6	3
WBGene00007130	X	9428431	9430424	+	1994	2	2	0	2	3	2
WBGene00007129	X	9431432	9432745	+	1314	5	4	2	1	4	2
WBGene00006538	X	9434452	9436893	-	2442	0	1	0	0	0	0
WBGene00007128	X	9440079	9441571	-	1493	0	0	0	0	1	0
WBGene00014140	X	9446644	9447819	+	1176	0	0	1	0	1	1
WBGene00014145	X	9447717	9449430	-	1714	0	0	0	0	0	1
WBGene00014141	X	9450225	9451994	-	1770	2	1	2	3	8	5
WBGene00014142	X	9453148	9454977	+	1830	0	0	0	0	0	0
WBGene00006534	X	9455485	9458348	-	2864	0	0	0	0	0	0
WBGene00014143	X	9459911	9460934	-	1024	0	0	0	0	0	0
WBGene00014144	X	9463345	9464741	+	1397	0	0	0	0	0	0
WBGene00001516	X	9472470	9516454	+	43985	1	0	1	5	0	2
WBGene00007407	X	9516364	9517206	-	843	0	0	0	0	0	0
WBGene00007410	X	9519019	9521751	+	2733	0	0	0	0	0	0
WBGene00007408	X	9522488	9523218	-	731	0	0	0	0	0	1
WBGene00007409	X	9529660	9536631	+	6972	0	0	2	0	0	0
WBGene00195209	X	9536661	9536765	-	105	0	0	0	0	0	0
WBGene00003828	X	9539905	9542329	+	2425	5	5	4	7	4	2
WBGene00009888	X	9543652	9560804	+	17153	3	10	8	9	10	9
WBGene00009885	X	9561841	9565981	-	4141	1	0	0	0	1	0
WBGene00009886	X	9566729	9573740	+	7012	0	1	0	1	1	1
WBGene00009887	X	9573615	9577028	-	3414	0	0	0	0	0	1
WBGene00007516	X	9584668	9586344	+	1677	1	1	1	4	3	3
WBGene00007517	X	9587942	9588879	+	938	0	0	0	0	1	0
WBGene00007518	X	9589423	9595713	+	6291	0	0	0	0	0	0
WBGene00007520	X	9610563	9617045	+	6483	0	2	0	1	1	1
WBGene00007521	X	9617219	9619242	+	2024	0	1	1	2	0	4
WBGene00007522	X	9620436	9631247	+	10812	0	0	0	0	0	0
WBGene00009378	X	9626124	9626467	+	344	0	0	0	0	0	0
WBGene00009380	X	9633284	9635025	-	1742	0	0	0	0	1	1
WBGene00009382	X	9635676	9637031	+	1356	0	0	0	0	0	1
WBGene00009381	X	9648524	9650928	+	2405	0	0	0	0	0	0
WBGene00000085	X	9650999	9653116	-	2118	0	0	0	0	0	0
WBGene00011763	X	9664493	9668723	-	4231	0	0	1	0	1	0
WBGene00195084	X	9674309	9674899	-	591	0	0	0	0	0	0
WBGene00002067	X	9675873	9680169	-	4297	2	0	0	0	1	0
WBGene00008065	X	9690745	9696723	+	5979	0	0	0	0	0	0
WBGene00001123	X	9698659	9701732	+	3074	0	0	0	0	0	0
WBGene00008865	X	9706384	9708566	+	2183	1	3	2	1	1	1
WBGene00008866	X	9708495	9713713	-	5219	0	0	0	0	0	0
WBGene00008869	X	9709762	9713117	+	3356	0	0	0	0	0	0
WBGene00001863	X	9717565	9753764	+	36200	3	6	6	4	16	5
WBGene00008868	X	9732232	9737888	-	5657	0	0	0	0	2	1
WBGene00011642	X	9757271	9759306	+	2036	0	1	1	0	0	0
WBGene00011644	X	9759297	9761366	-	2070	0	0	0	0	0	0
WBGene00011643	X	9761479	9764922	-	3444	0	0	0	0	0	0
WBGene00011645	X	9771697	9774352	-	2656	5	1	0	0	0	0
WBGene00011646	X	9777781	9780412	+	2632	0	0	0	0	0	0
WBGene00009482	X	9780365	9789210	-	8846	1	1	1	0	1	2
WBGene00009483	X	9792406	9794273	-	1868	1	3	0	1	1	2
WBGene00009484	X	9798835	9801087	+	2253	0	1	0	0	0	1
WBGene00009799	X	9801081	9807662	-	6582	0	0	0	0	0	0
WBGene00001081	X	9810202	9822273	-	12072	1	2	2	2	1	1
WBGene00009800	X	9823752	9831288	-	7537	0	0	0	0	0	0
WBGene00009801	X	9833352	9838039	-	4688	3	1	0	3	1	3
WBGene00006881	X	9847275	9849805	+	2531	0	0	0	0	0	0
WBGene00002271	X	9850571	9851336	+	766	3	8	2	10	11	9
WBGene00002270	X	9852041	9853002	+	962	0	0	0	1	0	0
WBGene00011082	X	9856918	9858136	+	1219	0	0	0	0	0	0
WBGene00011076	X	9858365	9861738	+	3374	0	0	0	0	0	1
WBGene00001784	X	9861646	9862960	-	1315	2	0	2	4	1	3
WBGene00011077	X	9863580	9866553	+	2974	0	0	0	0	0	0
WBGene00011078	X	9866655	9869574	+	2920	0	0	0	0	0	0
WBGene00011079	X	9869120	9869574	+	455	0	0	0	0	0	0
WBGene00138711	X	9869822	9870801	+	980	0	0	0	0	0	0
WBGene00001608	X	9870632	9872654	-	2023	0	0	0	0	0	0
WBGene00011083	X	9872795	9882212	-	9418	0	0	0	0	0	1
WBGene00011081	X	9877417	9881501	+	4085	0	0	0	0	0	0
WBGene00003410	X	9884274	9889712	+	5439	15	13	10	0	0	0
WBGene00009023	X	9889633	9892328	-	2696	0	0	1	0	1	1
WBGene00009024	X	9895144	9897082	+	1939	0	0	0	0	0	0
WBGene00009025	X	9897344	9899476	-	2133	0	0	0	0	0	1
WBGene00009026	X	9906140	9908913	+	2774	0	0	0	0	0	0
WBGene00009027	X	9908794	9917448	-	8655	0	0	1	1	1	0
WBGene00007648	X	9919297	9920791	+	1495	0	0	0	0	0	0
WBGene00007649	X	9921557	9922843	+	1287	1	0	1	0	0	0
WBGene00007650	X	9922862	9925173	-	2312	0	1	2	3	2	1
WBGene00007651	X	9925728	9931462	-	5735	2	4	1	0	0	2
WBGene00023491	X	9932371	9937133	+	4763	2	0	0	1	0	0
WBGene00007652	X	9938802	9944875	+	6074	1	0	0	0	0	0
WBGene00219544	X	9938813	9940042	+	1230	0	0	0	0	0	0
WBGene00003553	X	9944844	9949063	-	4220	2	1	0	0	0	0
WBGene00007653	X	9952579	9954533	-	1955	2	0	1	2	2	2
WBGene00013919	X	9958960	9964747	+	5788	2	3	0	0	1	2
WBGene00013920	X	9965592	9968578	+	2987	2	1	4	0	0	2
WBGene00003232	X	9968517	9976306	-	7790	0	0	0	0	0	1
WBGene00008954	X	9982402	9984939	-	2538	0	0	0	0	0	0
WBGene00001708	X	9991248	9999208	-	7961	1	3	3	2	1	0
WBGene00008951	X	10000935	10005361	+	4427	0	2	0	1	1	0
WBGene00008952	X	10005304	10008764	-	3461	0	0	0	0	0	1
WBGene00008953	X	10015037	10018025	-	2989	0	0	0	0	0	0
WBGene00009645	X	10018046	10022166	-	4121	2	3	0	2	0	2
WBGene00003368	X	10027856	10030130	+	2275	0	0	0	1	0	0
WBGene00012162	X	10031150	10033284	+	2135	0	0	0	0	0	0
WBGene00013872	X	10034607	10047425	-	12819	0	0	0	0	0	0
WBGene00013871	X	10049460	10052481	+	3022	0	0	0	0	0	0
WBGene00013866	X	10054275	10057528	+	3254	1	0	0	3	3	1
WBGene00013867	X	10057925	10058432	-	508	14	8	5	0	0	0
WBGene00013868	X	10060525	10061681	+	1157	0	0	0	0	0	0
WBGene00013869	X	10062451	10069792	-	7342	2	0	0	0	0	3
WBGene00013870	X	10072209	10074391	-	2183	0	0	0	0	0	0
WBGene00000930	X	10075288	10076357	+	1070	0	0	0	0	0	0
WBGene00000749	X	10077597	10078728	+	1132	0	0	0	0	0	0
WBGene00012326	X	10084622	10104650	+	20029	12	5	9	6	15	10
WBGene00044686	X	10087314	10087966	-	653	1	1	1	4	5	1
WBGene00001446	X	10091946	10092964	-	1019	0	0	0	0	0	1
WBGene00001445	X	10094430	10095245	-	816	0	0	1	0	3	1
WBGene00006792	X	10104610	10133182	-	28573	0	0	0	0	1	0
WBGene00003384	X	10136129	10138620	-	2492	1	0	1	2	1	0
WBGene00008602	X	10139372	10142013	-	2642	0	0	0	2	4	3
WBGene00006839	X	10146892	10153142	+	6251	2	4	3	7	2	6
WBGene00008604	X	10154817	10156989	+	2173	0	1	0	0	0	0
WBGene00001331	X	10156858	10158829	-	1972	2	3	1	1	2	2
WBGene00008603	X	10160627	10161810	+	1184	0	2	1	3	6	1
WBGene00007396	X	10167305	10171693	+	4389	0	0	0	0	0	0
WBGene00007397	X	10172198	10174179	+	1982	0	0	0	0	0	0
WBGene00007398	X	10174983	10175896	+	914	0	0	0	0	0	0
WBGene00008998	X	10176521	10180662	+	4142	0	0	0	0	0	0
WBGene00008999	X	10180940	10194377	-	13438	3	3	4	2	3	1
WBGene00009000	X	10183995	10186254	+	2260	0	0	0	0	0	0
WBGene00009674	X	10197706	10200375	+	2670	1	2	2	2	2	1
WBGene00004786	X	10201329	10205421	-	4093	4	2	3	0	0	0
WBGene00009675	X	10212769	10214368	+	1600	0	0	0	0	0	0
WBGene00009676	X	10214443	10215495	-	1053	0	2	0	1	0	0
WBGene00009677	X	10217309	10218929	-	1621	1	0	1	0	0	0
WBGene00007593	X	10220641	10228137	-	7497	0	1	2	2	6	3
WBGene00007591	X	10233739	10236944	-	3206	3	4	0	4	4	5
WBGene00006135	X	10239805	10241039	-	1235	0	0	0	0	0	0
WBGene00007592	X	10242325	10252881	-	10557	2	0	2	2	0	3
WBGene00007861	X	10258363	10260135	-	1773	0	0	0	0	0	0
WBGene00009618	X	10273692	10278371	+	4680	0	0	0	0	1	0
WBGene00009617	X	10279599	10282842	+	3244	1	0	0	0	0	1
WBGene00009619	X	10282819	10285734	-	2916	0	0	0	0	0	0
WBGene00009620	X	10302741	10303143	+	403	1	1	0	0	1	0
WBGene00009621	X	10304529	10304867	+	339	1	2	1	5	3	1
WBGene00009624	X	10306595	10306951	+	357	1	1	0	0	1	2
WBGene00009622	X	10307041	10310466	-	3426	0	0	0	0	0	0
WBGene00009623	X	10307795	10312187	+	4393	0	0	0	0	0	0
WBGene00009625	X	10312732	10316005	-	3274	0	0	0	0	0	0
WBGene00011107	X	10317722	10321857	+	4136	0	1	0	0	1	0
WBGene00011106	X	10324163	10327456	-	3294	0	3	1	1	0	0
WBGene00011105	X	10330539	10333351	-	2813	0	0	0	0	0	2
WBGene00011104	X	10333858	10338200	-	4343	0	0	0	1	0	0
WBGene00011103	X	10336438	10337168	+	731	0	0	0	1	0	0
WBGene00011102	X	10339217	10341161	-	1945	1	1	2	6	11	6
WBGene00011108	X	10341732	10355750	-	14019	0	0	0	0	0	2
WBGene00013028	X	10358383	10360550	+	2168	0	0	0	0	0	0
WBGene00044949	X	10370743	10372664	-	1922	0	0	0	0	0	0
WBGene00004375	X	10373232	10379845	-	6614	2	3	1	1	0	1
WBGene00001122	X	10379693	10386508	-	6816	0	0	0	0	0	0
WBGene00009793	X	10397242	10402576	+	5335	2	2	3	2	1	0
WBGene00001804	X	10402522	10406303	-	3782	0	0	0	0	0	0
WBGene00013916	X	10407150	10410368	+	3219	0	0	0	0	0	0
WBGene00000047	X	10412725	10416661	+	3937	0	0	0	0	1	0
WBGene00013917	X	10416631	10419765	-	3135	3	0	0	0	0	0
WBGene00003247	X	10421653	10428657	-	7005	1	1	2	2	1	1
WBGene00008023	X	10444136	10444674	+	539	0	0	0	0	0	1
WBGene00008024	X	10445005	10445439	+	435	0	0	0	0	0	0
WBGene00008025	X	10447343	10447948	+	606	0	0	0	0	0	0
WBGene00008022	X	10454260	10460506	+	6247	0	0	0	0	0	0
WBGene00008021	X	10460473	10463642	-	3170	0	0	0	0	0	0
WBGene00001252	X	10475527	10475959	+	433	0	0	0	0	0	0
WBGene00164973	X	10476873	10477891	+	1019	0	0	0	0	0	0
WBGene00001250	X	10481240	10483441	+	2202	1	0	0	1	0	1
WBGene00007894	X	10485350	10487504	+	2155	0	0	0	0	0	0
WBGene00007895	X	10489063	10489821	+	759	0	0	0	0	0	0
WBGene00007896	X	10491344	10497139	+	5796	0	0	0	0	0	0
WBGene00006870	X	10499890	10519580	+	19691	0	0	0	0	0	0
WBGene00008807	X	10520817	10521413	-	597	0	0	0	0	0	0
WBGene00008806	X	10521806	10524565	-	2760	0	0	2	1	0	1
WBGene00008805	X	10524898	10528452	+	3555	2	0	0	0	0	1
WBGene00045480	X	10528010	10529226	-	1217	0	0	0	0	0	1
WBGene00010340	X	10529294	10533040	+	3747	0	1	0	0	0	1
WBGene00010341	X	10533699	10537131	+	3433	0	0	0	0	0	0
WBGene00010342	X	10537106	10542413	-	5308	0	0	0	0	0	0
WBGene00010343	X	10542998	10543569	+	572	0	0	0	0	0	0
WBGene00010344	X	10546016	10549132	+	3117	0	0	0	0	2	0
WBGene00006364	X	10549106	10555239	-	6134	2	2	2	1	0	0
WBGene00010345	X	10559503	10566765	+	7263	0	0	0	0	0	0
WBGene00010199	X	10569273	10575725	+	6453	7	1	1	0	0	2
WBGene00003733	X	10576953	10581044	+	4092	0	0	0	2	1	0
WBGene00010200	X	10580996	10589565	-	8570	0	0	0	0	0	0
WBGene00004749	X	10589770	10593334	-	3565	1	2	2	0	4	3
WBGene00001462	X	10604686	10605831	+	1146	1	0	0	0	1	3
WBGene00000018	X	10605827	10624207	-	18381	1	2	1	0	0	0
WBGene00010902	X	10626518	10628807	-	2290	0	0	0	2	2	1
WBGene00000908	X	10635908	10666875	+	30968	0	0	0	0	1	0
WBGene00008746	X	10668162	10674299	-	6138	0	0	0	0	0	0
WBGene00008745	X	10675712	10677109	-	1398	0	1	1	5	1	3
WBGene00008747	X	10681998	10682970	+	973	0	0	0	0	0	0
WBGene00008748	X	10691943	10695100	+	3158	0	0	0	3	2	2
WBGene00008749	X	10695312	10697894	+	2583	0	0	0	4	3	0
WBGene00006468	X	10697834	10711869	-	14036	1	0	0	1	1	1
WBGene00011317	X	10716325	10717119	-	795	0	0	0	0	0	0
WBGene00011315	X	10719548	10722054	-	2507	0	0	0	0	0	0
WBGene00001202	X	10734326	10744355	+	10030	0	0	0	0	0	0
WBGene00011073	X	10744355	10746488	-	2134	0	1	1	0	0	0
WBGene00011075	X	10751646	10757708	-	6063	0	0	0	0	0	0
WBGene00011074	X	10753703	10758152	+	4450	0	0	0	0	0	0
WBGene00004862	X	10769282	10782973	+	13692	3	1	3	1	2	0
WBGene00000525	X	10782927	10783922	-	996	0	0	0	3	4	3
WBGene00011460	X	10787503	10789700	+	2198	1	1	1	0	0	0
WBGene00011462	X	10789611	10792535	-	2925	0	1	0	1	1	3
WBGene00011463	X	10792898	10794747	-	1850	0	0	0	0	0	0
WBGene00004036	X	10794857	10838650	-	43794	0	0	1	0	1	0
WBGene00009283	X	10804741	10805595	+	855	0	0	0	0	0	0
WBGene00001495	X	10819442	10820611	-	1170	0	0	0	0	0	0
WBGene00007317	X	10842194	10844674	-	2481	0	0	0	0	0	2
WBGene00003999	X	10854216	10859297	-	5082	0	0	0	0	1	0
WBGene00004002	X	10859301	10864422	-	5122	0	0	0	0	0	0
WBGene00004001	X	10865347	10870237	-	4891	0	0	0	0	0	0
WBGene00004000	X	10871201	10877425	-	6225	0	1	0	0	0	0
WBGene00011902	X	10880809	10881637	+	829	0	0	0	0	0	0
WBGene00164971	X	10882284	10883163	+	880	0	0	0	0	0	0
WBGene00164972	X	10883503	10884728	+	1226	0	0	0	0	0	0
WBGene00011903	X	10886172	10887242	+	1071	0	0	0	0	0	0
WBGene00009817	X	10888501	10889106	+	606	0	0	0	0	0	0
WBGene00009816	X	10889041	10890556	-	1516	1	0	0	1	0	0
WBGene00009815	X	10891265	10891976	+	712	0	0	0	0	0	0
WBGene00009814	X	10892190	10893677	+	1488	0	0	0	0	0	1
WBGene00009813	X	10893567	10896598	-	3032	1	2	4	6	5	8
WBGene00009812	X	10897678	10900114	-	2437	6	6	9	17	19	7
WBGene00009818	X	10903272	10905088	+	1817	0	1	1	2	0	0
WBGene00009819	X	10905180	10910816	-	5637	1	0	0	0	0	0
WBGene00009820	X	10912154	10914081	-	1928	0	0	0	1	0	0
WBGene00011882	X	10916765	10919713	-	2949	0	0	0	0	0	0
WBGene00000961	X	10920515	10928998	-	8484	0	2	2	1	1	0
WBGene00011879	X	10938194	10941355	-	3162	1	0	0	0	1	1
WBGene00011880	X	10945160	10948952	-	3793	2	0	2	2	5	4
WBGene00010717	X	10950683	10951393	-	711	0	0	0	0	0	0
WBGene00003943	X	10954134	10958233	+	4100	1	0	0	0	0	2
WBGene00003757	X	10958727	10959253	+	527	0	1	0	0	0	0
WBGene00010715	X	10959436	10960942	+	1507	0	0	0	2	2	1
WBGene00003529	X	10960914	10963503	-	2590	0	0	0	0	0	0
WBGene00010716	X	10966551	10969901	+	3351	0	0	0	0	1	0
WBGene00164969	X	10967302	10967798	-	497	0	0	0	0	0	0
WBGene00010718	X	10970929	10972173	+	1245	0	0	0	0	0	0
WBGene00004257	X	10972164	10979286	-	7123	0	1	0	0	0	0
WBGene00006897	X	10982351	10988267	+	5917	0	0	0	0	0	0
WBGene00006896	X	10992477	10997851	+	5375	1	1	2	0	3	2
WBGene00010335	X	10997975	10999276	-	1302	0	0	0	0	0	0
WBGene00000750	X	10999663	11001850	-	2188	0	0	0	0	0	0
WBGene00010334	X	11004984	11008181	-	3198	0	0	0	0	0	0
WBGene00010225	X	11008268	11009054	-	787	0	1	0	0	2	1
WBGene00010224	X	11009512	11010665	-	1154	0	0	0	0	0	0
WBGene00010223	X	11012637	11014526	+	1890	0	0	0	0	0	0
WBGene00001184	X	11016400	11023421	+	7022	0	0	0	1	0	1
WBGene00002261	X	11028917	11040612	+	11696	2	2	0	0	0	2
WBGene00007483	X	11040730	11042877	-	2148	0	0	0	0	0	0
WBGene00000522	X	11047446	11049275	+	1830	0	0	1	1	1	2
WBGene00007482	X	11053915	11056979	+	3065	0	0	0	0	0	0
WBGene00012261	X	11057401	11059793	+	2393	1	0	0	1	0	2
WBGene00012255	X	11059994	11061871	+	1878	0	0	0	0	0	0
WBGene00012256	X	11062123	11064539	+	2417	1	0	0	1	0	1
WBGene00012257	X	11065126	11066811	+	1686	0	0	0	0	0	0
WBGene00000166	X	11068527	11072047	+	3521	0	0	0	0	1	0
WBGene00012258	X	11073658	11075961	+	2304	3	2	5	1	5	1
WBGene00044151	X	11076060	11076801	-	742	0	0	0	0	0	0
WBGene00044152	X	11077667	11078250	-	584	0	0	0	0	0	0
WBGene00194793	X	11079246	11079767	-	522	0	0	0	0	0	0
WBGene00012259	X	11080678	11087474	+	6797	0	0	0	1	0	1
WBGene00012260	X	11083468	11085262	-	1795	0	0	0	0	0	1
WBGene00044153	X	11089195	11090869	+	1675	0	0	0	0	0	0
WBGene00195208	X	11096952	11098186	-	1235	0	0	0	0	0	0
WBGene00012217	X	11102587	11105460	-	2874	0	1	0	0	0	0
WBGene00011140	X	11107376	11109340	+	1965	0	0	0	0	0	0
WBGene00001690	X	11109440	11115887	+	6448	0	0	0	0	1	0
WBGene00011141	X	11116107	11116823	-	717	0	0	0	0	1	0
WBGene00011139	X	11118959	11121005	-	2047	1	1	2	0	0	0
WBGene00044330	X	11121871	11125620	-	3750	0	0	0	0	0	1
WBGene00007327	X	11142971	11152820	-	9850	0	0	0	0	1	0
WBGene00007326	X	11153065	11157643	+	4579	0	0	0	0	0	0
WBGene00007325	X	11160837	11164006	+	3170	0	0	0	0	0	0
WBGene00008735	X	11163956	11189615	-	25660	0	0	0	0	0	2
WBGene00008736	X	11178899	11181274	+	2376	0	0	0	0	0	1
WBGene00008737	X	11185798	11187636	+	1839	0	0	0	0	0	0
WBGene00007938	X	11192485	11196841	-	4357	0	0	0	0	0	0
WBGene00000751	X	11199455	11200467	+	1013	44	67	61	69	99	61
WBGene00000752	X	11201465	11202485	+	1021	7	6	3	27	28	18
WBGene00007945	X	11202476	11203932	-	1457	1	0	0	0	0	0
WBGene00002029	X	11204103	11207155	-	3053	1	1	1	0	0	1
WBGene00007939	X	11207250	11208888	-	1639	0	1	2	0	0	0
WBGene00007941	X	11210107	11215470	-	5364	1	1	0	0	0	1
WBGene00007942	X	11216000	11218150	+	2151	1	3	1	1	3	2
WBGene00007943	X	11218128	11222647	-	4520	2	1	0	0	2	0
WBGene00195211	X	11224897	11226695	-	1799	0	0	0	0	0	0
WBGene00007944	X	11229212	11240635	-	11424	1	1	2	2	0	1
WBGene00007266	X	11257361	11260551	+	3191	0	0	0	0	0	0
WBGene00007267	X	11262848	11266324	+	3477	2	1	1	0	1	2
WBGene00284849	X	11267011	11267298	+	288	0	0	0	0	0	0
WBGene00007268	X	11267321	11269070	-	1750	0	0	0	0	0	0
WBGene00002050	X	11271182	11275498	+	4317	2	4	6	0	1	4
WBGene00009529	X	11278401	11279376	-	976	0	0	0	0	1	0
WBGene00194663	X	11280615	11281248	-	634	0	1	1	0	0	0
WBGene00009530	X	11281716	11286346	-	4631	0	0	0	0	0	0
WBGene00009531	X	11286578	11287717	-	1140	1	2	1	5	7	3
WBGene00002124	X	11295007	11296733	-	1727	1	1	0	0	0	0
WBGene00008586	X	11298036	11299784	-	1749	2	2	1	0	2	0
WBGene00008587	X	11300257	11302111	+	1855	0	0	0	0	0	0
WBGene00008585	X	11302015	11305873	-	3859	0	1	1	1	1	4
WBGene00006922	X	11307356	11308518	+	1163	0	1	0	0	1	0
WBGene00008588	X	11308689	11310285	-	1597	0	0	0	0	0	0
WBGene00044135	X	11313385	11315572	-	2188	0	0	0	0	0	0
WBGene00008589	X	11317050	11318055	+	1006	0	0	1	0	0	0
WBGene00013976	X	11318278	11321078	+	2801	0	0	0	1	0	0
WBGene00000212	X	11321079	11324251	-	3173	1	1	1	0	1	1
WBGene00013975	X	11324310	11326927	-	2618	0	1	1	0	0	0
WBGene00013974	X	11329724	11332169	+	2446	0	0	0	0	0	0
WBGene00001536	X	11332110	11337883	-	5774	0	0	0	0	2	0
WBGene00000040	X	11339874	11343327	+	3454	9	10	10	3	5	9
WBGene00003843	X	11346455	11350247	+	3793	0	1	1	0	0	1
WBGene00003997	X	11352156	11357094	+	4939	0	0	0	2	0	0
WBGene00003998	X	11357816	11364050	+	6235	0	0	0	1	0	0
WBGene00009632	X	11368717	11374359	+	5643	4	3	1	3	4	2
WBGene00009633	X	11374599	11375609	-	1011	0	0	0	0	0	0
WBGene00006584	X	11375887	11377470	-	1584	1	2	3	1	4	5
WBGene00303052	X	11385054	11385083	+	30	0	0	0	0	0	0
WBGene00008571	X	11385084	11392776	+	7693	0	2	1	0	0	0
WBGene00004197	X	11393294	11394619	+	1326	0	0	0	0	0	0
WBGene00004831	X	11394605	11405931	-	11327	1	1	1	0	2	0
WBGene00008572	X	11407054	11407732	-	679	3	5	1	7	4	5
WBGene00003970	X	11410176	11414887	-	4712	2	1	1	4	2	3
WBGene00009777	X	11416653	11418767	-	2115	0	0	0	0	0	0
WBGene00045253	X	11419108	11420074	-	967	0	1	0	0	1	0
WBGene00002037	X	11420465	11433588	-	13124	2	0	0	1	1	2
WBGene00164974	X	11440040	11440652	+	613	0	0	0	0	0	0
WBGene00009842	X	11444350	11446635	-	2286	0	1	0	0	0	0
WBGene00009843	X	11451616	11454331	-	2716	0	0	1	0	0	0
WBGene00003003	X	11465560	11485871	+	20312	0	2	1	1	1	3
WBGene00004994	X	11487784	11488203	+	420	0	0	0	0	0	0
WBGene00044284	X	11490130	11490494	+	365	0	0	0	0	0	0
WBGene00012018	X	11491087	11499999	-	8913	21	20	15	49	37	50
WBGene00009257	X	11502267	11509432	+	7166	0	0	0	0	0	0
WBGene00009258	X	11509442	11511451	-	2010	0	0	0	0	0	0
WBGene00009259	X	11511555	11519066	-	7512	9	13	11	14	10	13
WBGene00004746	X	11522707	11533450	+	10744	2	0	0	0	0	1
WBGene00007957	X	11533593	11536574	+	2982	0	0	0	0	1	0
WBGene00007958	X	11536568	11537124	+	557	0	0	0	1	0	1
WBGene00007954	X	11537714	11541538	+	3825	0	0	0	0	0	1
WBGene00007955	X	11545047	11546495	-	1449	1	3	3	3	1	2
WBGene00003239	X	11548608	11550692	+	2085	1	2	3	0	2	2
WBGene00007959	X	11556244	11559866	+	3623	0	3	1	3	0	3
